,0,1,2
6532,sniper,11-12,60
6533,sniper,10-09,6
6534,sniper,04-12,37
6535,sniper,08-10,4
6536,sniper,05-10,5
6537,sniper,05-11,15
6538,sniper,05-12,48
6539,sniper,05-13,124
6540,sniper,05-14,314
6541,sniper,12-10,7
6542,sniper,01-11,8
6543,sniper,12-14,2396
6544,sniper,08-08,1
6545,sniper,10-12,71
6546,sniper,10-13,175
6547,sniper,03-14,325
6548,sniper,12-11,30
6549,sniper,12-12,115
6550,sniper,12-13,169
6551,sniper,09-09,4
6552,sniper,01-13,80
6553,sniper,01-09,2
6554,sniper,06-11,28
6555,sniper,06-10,4
6556,sniper,06-13,160
6557,sniper,06-12,33
6558,sniper,06-14,382
6559,sniper,04-09,3
6560,sniper,07-09,6
6561,firefighter,10-12,183
6562,firefighter,02-14,465
6563,firefighter,10-10,21
6564,firefighter,10-11,86
6565,firefighter,02-11,41
6566,firefighter,02-10,9
6567,firefighter,10-14,801
6568,firefighter,02-12,67
6569,firefighter,03-09,3
6570,firefighter,03-08,2
6571,firefighter,07-11,53
6572,firefighter,05-09,10
6573,firefighter,11-09,11
6574,firefighter,09-08,1
6575,firefighter,09-13,436
6576,firefighter,10-07,1
6577,firefighter,07-14,763
6578,firefighter,08-14,774
6579,firefighter,08-13,309
6580,firefighter,07-13,1225
6581,firefighter,08-11,65
6582,firefighter,08-10,22
6583,firefighter,04-13,529
6584,firefighter,01-15,490
6585,firefighter,04-11,31
6586,firefighter,04-10,7
6587,firefighter,01-10,8
6588,firefighter,02-13,190
6589,firefighter,01-12,77
6590,firefighter,04-14,620
6591,firefighter,09-14,1022
6592,firefighter,07-12,167
6593,firefighter,09-10,24
6594,firefighter,09-11,101
6595,firefighter,09-12,194
6596,firefighter,08-12,136
6597,firefighter,03-12,73
6598,firefighter,05-08,2
6599,firefighter,12-09,7
6600,firefighter,07-10,20
6601,firefighter,06-09,17
6602,firefighter,05-11,38
6603,firefighter,11-13,266
6604,firefighter,11-14,1440
6605,firefighter,03-10,8
6606,firefighter,03-11,51
6607,firefighter,11-11,50
6608,firefighter,11-10,16
6609,firefighter,03-14,973
6610,firefighter,11-12,165
6611,firefighter,10-09,7
6612,firefighter,04-12,113
6613,firefighter,03-13,185
6614,firefighter,02-09,3
6615,firefighter,05-10,7
6616,firefighter,08-09,21
6617,firefighter,05-12,81
6618,firefighter,05-13,379
6619,firefighter,05-14,712
6620,firefighter,04-08,2
6621,firefighter,02-15,35
6622,firefighter,01-11,16
6623,firefighter,12-14,1231
6624,firefighter,01-14,559
6625,firefighter,12-10,18
6626,firefighter,12-11,64
6627,firefighter,12-12,385
6628,firefighter,10-13,337
6629,firefighter,09-09,28
6630,firefighter,01-13,177
6631,firefighter,12-13,363
6632,firefighter,06-11,66
6633,firefighter,06-10,8
6634,firefighter,06-13,372
6635,firefighter,06-12,250
6636,firefighter,06-14,637
6637,firefighter,04-09,7
6638,firefighter,07-09,22
6639,racist,10-12,1815
6640,racist,10-13,3472
6641,racist,10-10,113
6642,racist,10-11,313
6643,racist,08-12,1287
6644,racist,02-10,48
6645,racist,10-14,12886
6646,racist,03-13,1498
6647,racist,03-09,13
6648,racist,02-13,1537
6649,racist,11-09,39
6650,racist,09-08,2
6651,racist,02-11,97
6652,racist,07-14,7112
6653,racist,08-14,15446
6654,racist,08-13,3928
6655,racist,07-13,6927
6656,racist,08-11,347
6657,racist,08-10,107
6658,racist,01-14,3888
6659,racist,01-15,5986
6660,racist,04-11,239
6661,racist,04-10,97
6662,racist,01-10,76
6663,racist,11-13,3580
6664,racist,01-12,627
6665,racist,04-14,10312
6666,racist,09-14,9526
6667,racist,07-12,825
6668,racist,02-12,553
6669,racist,09-10,85
6670,racist,09-11,320
6671,racist,09-12,1079
6672,racist,09-13,2916
6673,racist,12-09,29
6674,racist,05-09,25
6675,racist,07-10,127
6676,racist,10-08,32
6677,racist,06-08,1
6678,racist,07-11,242
6679,racist,11-07,1
6680,racist,12-08,2
6681,racist,03-12,1050
6682,racist,11-14,29502
6683,racist,03-10,61
6684,racist,03-11,174
6685,racist,11-11,280
6686,racist,11-10,85
6687,racist,03-14,4729
6688,racist,11-12,2290
6689,racist,10-09,57
6690,racist,04-12,777
6691,racist,02-09,15
6692,racist,05-10,97
6693,racist,05-11,200
6694,racist,05-12,675
6695,racist,05-13,1950
6696,racist,05-14,8416
6697,racist,11-08,12
6698,racist,02-15,447
6699,racist,04-13,1754
6700,racist,12-14,26700
6701,racist,08-08,1
6702,racist,06-09,42
6703,racist,12-10,79
6704,racist,12-11,337
6705,racist,12-12,1246
6706,racist,12-13,3734
6707,racist,09-09,150
6708,racist,01-13,1514
6709,racist,01-09,4
6710,racist,06-11,187
6711,racist,06-10,67
6712,racist,06-13,3075
6713,racist,06-12,739
6714,racist,01-11,91
6715,racist,06-14,5773
6716,racist,04-09,27
6717,racist,02-14,4345
6718,racist,07-09,80
6719,racist,08-09,62
6720,racist,07-08,2
6721,editor,09-13,910
6722,editor,09-09,50
6723,editor,09-08,3
6724,editor,02-15,216
6725,editor,02-14,1411
6726,editor,02-11,104
6727,editor,02-10,58
6728,editor,02-13,630
6729,editor,02-12,282
6730,editor,05-07,1
6731,editor,05-09,34
6732,editor,05-08,3
6733,editor,04-13,786
6734,editor,04-12,312
6735,editor,04-11,152
6736,editor,04-10,76
6737,editor,04-14,1765
6738,editor,09-14,2645
6739,editor,07-12,364
6740,editor,09-10,89
6741,editor,09-11,189
6742,editor,09-12,404
6743,editor,07-13,796
6744,editor,07-10,66
6745,editor,08-10,72
6746,editor,11-14,3450
6747,editor,11-11,217
6748,editor,11-10,84
6749,editor,11-13,999
6750,editor,11-12,476
6751,editor,02-08,2
6752,editor,02-09,31
6753,editor,05-10,64
6754,editor,05-11,141
6755,editor,05-12,345
6756,editor,05-13,752
6757,editor,05-14,2060
6758,editor,07-08,5
6759,editor,07-07,1
6760,editor,04-08,5
6761,editor,04-09,47
6762,editor,06-11,188
6763,editor,06-10,54
6764,editor,06-13,674
6765,editor,06-12,341
6766,editor,06-14,1810
6767,editor,07-09,53
6768,editor,03-09,41
6769,editor,11-08,6
6770,editor,11-09,64
6771,editor,07-14,2101
6772,editor,08-14,2237
6773,editor,08-13,931
6774,editor,08-12,439
6775,editor,08-11,186
6776,editor,07-11,179
6777,editor,06-08,1
6778,editor,06-09,43
6779,editor,03-12,307
6780,editor,03-13,691
6781,editor,03-10,73
6782,editor,03-11,150
6783,editor,03-14,1707
6784,editor,10-09,43
6785,editor,10-08,16
6786,editor,08-08,6
6787,editor,08-09,40
6788,editor,01-09,27
6789,editor,01-08,1
6790,editor,10-12,481
6791,editor,10-13,1146
6792,editor,10-10,70
6793,editor,10-11,184
6794,editor,10-14,2999
6795,editor,01-14,1465
6796,editor,01-15,1899
6797,editor,01-10,52
6798,editor,01-11,115
6799,editor,01-12,267
6800,editor,01-13,582
6801,editor,12-09,61
6802,editor,12-08,17
6803,editor,12-14,3213
6804,editor,12-10,79
6805,editor,12-11,219
6806,editor,12-12,418
6807,editor,12-13,1033
6808,poet,10-12,309
6809,poet,02-14,993
6810,poet,10-10,56
6811,poet,10-11,121
6812,poet,02-11,79
6813,poet,11-13,675
6814,poet,10-14,1620
6815,poet,03-13,503
6816,poet,03-09,13
6817,poet,09-10,42
6818,poet,11-08,5
6819,poet,11-09,29
6820,poet,04-08,1
6821,poet,09-08,3
6822,poet,07-13,453
6823,poet,02-10,39
6824,poet,07-14,1092
6825,poet,08-14,1779
6826,poet,08-13,677
6827,poet,08-12,234
6828,poet,08-11,99
6829,poet,07-11,95
6830,poet,01-14,924
6831,poet,01-15,1211
6832,poet,04-11,79
6833,poet,04-10,51
6834,poet,01-10,47
6835,poet,02-13,379
6836,poet,01-12,136
6837,poet,01-13,517
6838,poet,09-14,1335
6839,poet,07-12,228
6840,poet,04-13,541
6841,poet,02-12,156
6842,poet,09-11,102
6843,poet,09-12,270
6844,poet,09-13,609
6845,poet,05-08,1
6846,poet,12-09,19
6847,poet,12-08,7
6848,poet,07-10,42
6849,poet,07-07,1
6850,poet,06-08,1
6851,poet,06-09,25
6852,poet,03-12,213
6853,poet,11-14,1745
6854,poet,03-10,34
6855,poet,03-11,88
6856,poet,11-11,113
6857,poet,11-10,42
6858,poet,03-14,1048
6859,poet,04-12,237
6860,poet,10-09,18
6861,poet,10-08,4
6862,poet,02-09,9
6863,poet,05-10,40
6864,poet,05-11,111
6865,poet,05-12,207
6866,poet,05-13,446
6867,poet,05-14,1716
6868,poet,07-08,1
6869,poet,08-10,37
6870,poet,02-15,121
6871,poet,11-12,315
6872,poet,01-11,54
6873,poet,12-14,1853
6874,poet,08-08,1
6875,poet,10-13,735
6876,poet,12-10,42
6877,poet,12-11,107
6878,poet,12-12,313
6879,poet,12-13,674
6880,poet,09-09,34
6881,poet,04-14,1099
6882,poet,01-09,7
6883,poet,06-11,81
6884,poet,06-10,44
6885,poet,06-13,458
6886,poet,06-12,224
6887,poet,06-14,1075
6888,poet,05-09,28
6889,poet,04-09,28
6890,poet,07-09,35
6891,poet,08-09,31
6892,prosecutor,10-13,491
6893,prosecutor,02-14,927
6894,prosecutor,10-10,13
6895,prosecutor,10-11,45
6896,prosecutor,08-12,148
6897,prosecutor,02-10,8
6898,prosecutor,02-13,333
6899,prosecutor,02-12,67
6900,prosecutor,05-09,8
6901,prosecutor,11-09,9
6902,prosecutor,02-11,16
6903,prosecutor,07-14,671
6904,prosecutor,08-14,3116
6905,prosecutor,07-12,79
6906,prosecutor,07-13,2265
6907,prosecutor,07-10,20
6908,prosecutor,07-11,146
6909,prosecutor,01-14,606
6910,prosecutor,01-15,706
6911,prosecutor,04-11,66
6912,prosecutor,04-10,7
6913,prosecutor,01-10,7
6914,prosecutor,10-14,1550
6915,prosecutor,01-12,46
6916,prosecutor,04-14,776
6917,prosecutor,09-14,1563
6918,prosecutor,08-13,438
6919,prosecutor,04-13,364
6920,prosecutor,09-10,16
6921,prosecutor,09-11,63
6922,prosecutor,09-12,94
6923,prosecutor,09-13,257
6924,prosecutor,12-09,11
6925,prosecutor,12-08,2
6926,prosecutor,08-11,60
6927,prosecutor,08-10,21
6928,prosecutor,03-12,99
6929,prosecutor,11-14,11315
6930,prosecutor,03-10,14
6931,prosecutor,03-11,49
6932,prosecutor,11-11,67
6933,prosecutor,11-10,19
6934,prosecutor,11-13,369
6935,prosecutor,04-12,356
6936,prosecutor,10-09,12
6937,prosecutor,10-08,1
6938,prosecutor,03-13,278
6939,prosecutor,02-09,2
6940,prosecutor,05-10,15
6941,prosecutor,05-11,62
6942,prosecutor,05-12,97
6943,prosecutor,05-13,488
6944,prosecutor,05-14,701
6945,prosecutor,12-10,19
6946,prosecutor,02-15,45
6947,prosecutor,11-12,107
6948,prosecutor,01-11,30
6949,prosecutor,12-14,4578
6950,prosecutor,10-12,119
6951,prosecutor,06-09,1
6952,prosecutor,03-14,527
6953,prosecutor,12-11,48
6954,prosecutor,12-12,89
6955,prosecutor,12-13,370
6956,prosecutor,09-09,2
6957,prosecutor,01-13,184
6958,prosecutor,06-11,102
6959,prosecutor,06-10,9
6960,prosecutor,06-13,682
6961,prosecutor,06-12,115
6962,prosecutor,06-14,1009
6963,prosecutor,04-09,3
6964,prosecutor,07-09,9
6965,prosecutor,08-09,4
6966,opponent,10-12,670
6967,opponent,02-14,545
6968,opponent,10-10,34
6969,opponent,10-11,67
6970,opponent,02-11,23
6971,opponent,02-10,13
6972,opponent,10-14,1967
6973,opponent,02-12,87
6974,opponent,02-13,210
6975,opponent,11-09,9
6976,opponent,09-08,5
6977,opponent,09-13,510
6978,opponent,07-14,823
6979,opponent,08-14,891
6980,opponent,08-13,285
6981,opponent,07-13,286
6982,opponent,08-11,46
6983,opponent,08-10,13
6984,opponent,01-14,685
6985,opponent,01-15,1036
6986,opponent,04-11,32
6987,opponent,04-10,16
6988,opponent,01-10,19
6989,opponent,11-13,579
6990,opponent,01-12,96
6991,opponent,01-13,243
6992,opponent,09-14,1649
6993,opponent,07-12,153
6994,opponent,04-13,276
6995,opponent,09-10,21
6996,opponent,09-11,73
6997,opponent,09-12,378
6998,opponent,08-12,183
6999,opponent,08-09,13
7000,opponent,05-09,2
7001,opponent,07-10,13
7002,opponent,10-08,3
7003,opponent,12-09,12
7004,opponent,06-09,12
7005,opponent,03-12,109
7006,opponent,11-14,2153
7007,opponent,03-10,17
7008,opponent,03-11,29
7009,opponent,11-11,50
7010,opponent,11-10,25
7011,opponent,03-14,573
7012,opponent,11-12,292
7013,opponent,10-09,12
7014,opponent,04-12,102
7015,opponent,03-13,241
7016,opponent,02-09,1
7017,opponent,07-11,29
7018,opponent,05-11,32
7019,opponent,05-12,119
7020,opponent,05-13,300
7021,opponent,05-14,718
7022,opponent,11-08,1
7023,opponent,02-15,102
7024,opponent,01-11,33
7025,opponent,12-14,1853
7026,opponent,05-10,10
7027,opponent,10-13,635
7028,opponent,12-10,18
7029,opponent,12-11,70
7030,opponent,12-12,190
7031,opponent,12-13,597
7032,opponent,09-09,19
7033,opponent,04-14,549
7034,opponent,01-09,1
7035,opponent,06-11,51
7036,opponent,06-10,8
7037,opponent,06-13,246
7038,opponent,06-12,104
7039,opponent,06-14,1071
7040,opponent,04-09,4
7041,opponent,07-09,4
7042,teen,10-13,1119
7043,teen,02-14,2020
7044,teen,10-10,94
7045,teen,10-11,180
7046,teen,08-12,435
7047,teen,11-13,1236
7048,teen,10-14,3877
7049,teen,11-14,6274
7050,teen,03-09,38
7051,teen,01-08,1
7052,teen,05-09,41
7053,teen,11-09,50
7054,teen,04-08,1
7055,teen,09-08,5
7056,teen,02-10,40
7057,teen,02-11,136
7058,teen,07-14,3467
7059,teen,08-14,5009
7060,teen,08-13,1562
7061,teen,07-13,2061
7062,teen,08-11,175
7063,teen,07-11,166
7064,teen,04-13,755
7065,teen,01-15,2131
7066,teen,04-11,130
7067,teen,04-10,54
7068,teen,01-10,49
7069,teen,02-13,623
7070,teen,01-12,245
7071,teen,01-13,672
7072,teen,09-14,3111
7073,teen,07-12,424
7074,teen,02-12,264
7075,teen,09-10,62
7076,teen,09-11,140
7077,teen,09-12,367
7078,teen,09-13,1008
7079,teen,05-08,1
7080,teen,12-09,34
7081,teen,12-08,7
7082,teen,07-10,71
7083,teen,06-08,5
7084,teen,06-09,49
7085,teen,05-11,117
7086,teen,03-12,375
7087,teen,03-13,787
7088,teen,03-10,53
7089,teen,03-11,115
7090,teen,11-11,161
7091,teen,11-10,60
7092,teen,03-14,1822
7093,teen,04-12,379
7094,teen,10-09,56
7095,teen,10-08,10
7096,teen,02-08,1
7097,teen,02-09,16
7098,teen,05-10,55
7099,teen,08-09,74
7100,teen,05-12,339
7101,teen,05-13,912
7102,teen,05-14,2124
7103,teen,11-08,5
7104,teen,08-10,49
7105,teen,02-15,212
7106,teen,11-12,476
7107,teen,01-11,89
7108,teen,12-14,4752
7109,teen,08-08,3
7110,teen,10-12,490
7111,teen,01-14,1684
7112,teen,12-10,81
7113,teen,12-11,205
7114,teen,12-12,482
7115,teen,12-13,1314
7116,teen,09-09,44
7117,teen,04-14,1903
7118,teen,01-09,13
7119,teen,06-11,164
7120,teen,06-10,67
7121,teen,06-13,958
7122,teen,06-12,319
7123,teen,06-14,2622
7124,teen,04-09,24
7125,teen,07-09,42
7126,teen,07-08,2
7127,champion,02-15,119
7128,champion,10-13,364
7129,champion,10-10,9
7130,champion,10-11,48
7131,champion,08-12,225
7132,champion,02-10,8
7133,champion,10-14,927
7134,champion,02-12,73
7135,champion,03-09,4
7136,champion,02-13,214
7137,champion,11-09,7
7138,champion,02-11,27
7139,champion,07-14,757
7140,champion,08-14,647
7141,champion,07-12,154
7142,champion,07-13,269
7143,champion,08-11,37
7144,champion,07-11,50
7145,champion,04-13,251
7146,champion,01-15,1091
7147,champion,04-11,17
7148,champion,04-10,17
7149,champion,01-10,9
7150,champion,01-11,17
7151,champion,01-12,80
7152,champion,04-14,594
7153,champion,09-14,840
7154,champion,08-13,283
7155,champion,10-06,1
7156,champion,09-10,13
7157,champion,09-11,39
7158,champion,09-12,135
7159,champion,09-13,337
7160,champion,03-12,79
7161,champion,12-09,5
7162,champion,05-09,7
7163,champion,07-10,20
7164,champion,08-10,13
7165,champion,12-08,1
7166,champion,11-13,336
7167,champion,11-14,1299
7168,champion,03-10,7
7169,champion,03-11,29
7170,champion,11-11,46
7171,champion,11-10,20
7172,champion,03-14,540
7173,champion,11-12,190
7174,champion,10-09,5
7175,champion,04-12,95
7176,champion,03-13,235
7177,champion,02-09,5
7178,champion,08-09,5
7179,champion,05-11,58
7180,champion,05-12,114
7181,champion,05-13,224
7182,champion,05-14,649
7183,champion,06-09,6
7184,champion,04-09,3
7185,champion,12-14,1475
7186,champion,05-10,8
7187,champion,10-12,175
7188,champion,01-14,467
7189,champion,12-10,19
7190,champion,12-11,66
7191,champion,12-12,165
7192,champion,12-13,423
7193,champion,09-09,10
7194,champion,01-13,200
7195,champion,01-09,1
7196,champion,06-11,51
7197,champion,06-10,17
7198,champion,06-13,324
7199,champion,06-12,218
7200,champion,06-14,848
7201,champion,02-14,523
7202,champion,07-09,3
7203,gay,10-12,708
7204,gay,02-14,3234
7205,gay,10-10,117
7206,gay,10-11,143
7207,gay,08-12,705
7208,gay,02-10,54
7209,gay,10-14,4046
7210,gay,03-13,1422
7211,gay,03-09,7
7212,gay,02-13,845
7213,gay,10-13,893
7214,gay,04-08,1
7215,gay,09-08,4
7216,gay,02-11,66
7217,gay,07-14,2468
7218,gay,08-14,2158
7219,gay,08-13,1146
7220,gay,07-13,1045
7221,gay,05-09,47
7222,gay,07-11,169
7223,gay,04-13,922
7224,gay,01-15,1915
7225,gay,04-11,68
7226,gay,04-10,40
7227,gay,01-10,47
7228,gay,11-13,976
7229,gay,01-12,293
7230,gay,04-14,1774
7231,gay,09-14,2439
7232,gay,07-12,535
7233,gay,02-12,395
7234,gay,09-10,84
7235,gay,09-11,199
7236,gay,09-12,484
7237,gay,09-13,946
7238,gay,05-08,1
7239,gay,12-09,44
7240,gay,12-08,3
7241,gay,08-11,183
7242,gay,10-08,6
7243,gay,06-08,3
7244,gay,06-09,50
7245,gay,03-12,306
7246,gay,11-14,3838
7247,gay,03-10,46
7248,gay,03-11,79
7249,gay,11-11,150
7250,gay,11-10,65
7251,gay,03-14,1902
7252,gay,11-12,812
7253,gay,10-09,36
7254,gay,04-12,281
7255,gay,02-08,1
7256,gay,02-09,6
7257,gay,05-10,43
7258,gay,05-11,147
7259,gay,05-12,680
7260,gay,05-13,1051
7261,gay,05-14,2733
7262,gay,11-08,9
7263,gay,08-10,97
7264,gay,02-15,242
7265,gay,11-09,41
7266,gay,01-11,61
7267,gay,12-14,3789
7268,gay,08-08,1
7269,gay,01-14,1986
7270,gay,12-10,112
7271,gay,12-11,229
7272,gay,12-12,504
7273,gay,12-13,2522
7274,gay,09-09,25
7275,gay,01-13,745
7276,gay,01-09,4
7277,gay,06-11,256
7278,gay,06-10,61
7279,gay,06-13,1507
7280,gay,06-12,366
7281,gay,07-10,55
7282,gay,06-14,2136
7283,gay,04-09,45
7284,gay,07-09,49
7285,gay,08-09,18
7286,gay,07-08,3
7287,protestor,10-12,44
7288,protestor,10-13,146
7289,protestor,10-10,3
7290,protestor,10-11,391
7291,protestor,02-11,125
7292,protestor,02-10,3
7293,protestor,10-14,1919
7294,protestor,02-14,333
7295,protestor,03-09,2
7296,protestor,03-08,2
7297,protestor,05-09,2
7298,protestor,08-12,76
7299,protestor,08-08,1
7300,protestor,09-08,2
7301,protestor,07-14,443
7302,protestor,08-14,5482
7303,protestor,07-12,45
7304,protestor,07-13,464
7305,protestor,07-10,7
7306,protestor,08-10,4
7307,protestor,01-14,161
7308,protestor,01-15,355
7309,protestor,04-11,19
7310,protestor,04-10,5
7311,protestor,01-10,2
7312,protestor,02-13,62
7313,protestor,01-12,60
7314,protestor,04-14,206
7315,protestor,09-14,1024
7316,protestor,08-13,195
7317,protestor,02-12,48
7318,protestor,09-10,6
7319,protestor,09-11,89
7320,protestor,09-12,104
7321,protestor,09-13,141
7322,protestor,12-09,4
7323,protestor,04-08,1
7324,protestor,08-11,34
7325,protestor,10-08,2
7326,protestor,06-08,1
7327,protestor,06-09,34
7328,protestor,12-08,1
7329,protestor,05-11,14
7330,protestor,03-12,71
7331,protestor,11-14,10884
7332,protestor,03-10,15
7333,protestor,03-11,56
7334,protestor,11-11,389
7335,protestor,11-10,7
7336,protestor,11-13,99
7337,protestor,11-12,51
7338,protestor,10-09,5
7339,protestor,04-12,55
7340,protestor,03-13,52
7341,protestor,02-09,1
7342,protestor,07-11,15
7343,protestor,08-09,12
7344,protestor,05-12,238
7345,protestor,05-13,102
7346,protestor,05-14,241
7347,protestor,12-10,9
7348,protestor,02-15,18
7349,protestor,11-09,13
7350,protestor,01-11,37
7351,protestor,12-14,6909
7352,protestor,05-10,9
7353,protestor,03-14,221
7354,protestor,12-11,106
7355,protestor,12-12,112
7356,protestor,12-13,108
7357,protestor,04-13,70
7358,protestor,09-09,18
7359,protestor,01-13,68
7360,protestor,01-09,1
7361,protestor,06-11,26
7362,protestor,06-10,22
7363,protestor,06-13,272
7364,protestor,06-12,54
7365,protestor,06-14,292
7366,protestor,04-09,4
7367,protestor,07-09,6
7368,worker,10-12,2094
7369,worker,10-13,5523
7370,worker,10-10,162
7371,worker,10-11,582
7372,worker,08-12,1032
7373,worker,02-10,98
7374,worker,10-14,14214
7375,worker,02-14,4863
7376,worker,03-09,50
7377,worker,02-13,1749
7378,worker,09-11,510
7379,worker,09-08,6
7380,worker,02-11,492
7381,worker,07-14,7150
7382,worker,08-14,7015
7383,worker,08-13,3038
7384,worker,07-13,2796
7385,worker,05-09,67
7386,worker,07-11,377
7387,worker,01-14,4643
7388,worker,01-15,4676
7389,worker,04-11,305
7390,worker,04-10,135
7391,worker,01-10,96
7392,worker,03-14,4614
7393,worker,01-12,691
7394,worker,04-14,5115
7395,worker,09-14,10115
7396,worker,07-12,1061
7397,worker,04-13,2112
7398,worker,09-10,180
7399,worker,01-09,15
7400,worker,09-12,1559
7401,worker,09-13,3285
7402,worker,05-08,3
7403,worker,12-09,76
7404,worker,12-08,16
7405,worker,08-11,509
7406,worker,10-08,13
7407,worker,06-08,1
7408,worker,08-10,151
7409,worker,03-12,653
7410,worker,11-14,12389
7411,worker,03-10,112
7412,worker,03-11,512
7413,worker,11-11,609
7414,worker,11-10,165
7415,worker,11-13,3812
7416,worker,11-12,2993
7417,worker,10-09,88
7418,worker,04-12,767
7419,worker,03-13,1786
7420,worker,02-09,29
7421,worker,05-10,135
7422,worker,05-11,305
7423,worker,05-12,934
7424,worker,05-13,2507
7425,worker,05-14,6451
7426,worker,11-08,20
7427,worker,09-07,1
7428,worker,02-15,634
7429,worker,11-09,104
7430,worker,01-11,190
7431,worker,12-14,10231
7432,worker,08-08,2
7433,worker,06-09,77
7434,worker,12-10,140
7435,worker,12-11,524
7436,worker,12-12,1715
7437,worker,12-13,3976
7438,worker,09-09,95
7439,worker,01-13,1413
7440,worker,02-12,698
7441,worker,06-11,393
7442,worker,06-10,155
7443,worker,06-13,2317
7444,worker,06-12,1021
7445,worker,07-10,111
7446,worker,06-14,6566
7447,worker,04-09,54
7448,worker,07-09,78
7449,worker,08-09,84
7450,worker,07-08,5
7451,pastor,10-12,1254
7452,pastor,10-13,2135
7453,pastor,10-10,147
7454,pastor,10-11,480
7455,pastor,02-11,144
7456,pastor,02-10,88
7457,pastor,10-14,4707
7458,pastor,02-14,1999
7459,pastor,03-09,29
7460,pastor,02-13,1195
7461,pastor,08-12,909
7462,pastor,08-08,4
7463,pastor,09-08,5
7464,pastor,06-09,67
7465,pastor,07-14,2668
7466,pastor,08-14,3451
7467,pastor,08-13,1697
7468,pastor,07-13,1641
7469,pastor,07-10,95
7470,pastor,07-11,269
7471,pastor,04-13,1399
7472,pastor,01-15,2088
7473,pastor,04-11,257
7474,pastor,04-10,104
7475,pastor,01-10,84
7476,pastor,11-13,2014
7477,pastor,01-12,541
7478,pastor,01-13,1335
7479,pastor,09-14,3568
7480,pastor,07-12,920
7481,pastor,11-14,4642
7482,pastor,02-12,808
7483,pastor,09-10,294
7484,pastor,09-11,357
7485,pastor,09-12,976
7486,pastor,09-13,1747
